1	1	4.085	0.043
1	2	9.840	0.002
1	3	1.032	0.310
1	4	0.839	0.360
1	5	1.847	0.174
1	6	0.017	0.896
1	7	0.001	0.971
1	8	0.342	0.559
1	9	1.363	0.243
1	10	0.395	0.530
1	11	0.060	0.806
1	12	6.793	0.009
1	13	1.832	0.176
1	14	0.001	0.971
1	15	0.956	0.328
1	16	4.303	0.038
1	17	1.039	0.308
1	18	0.080	0.777
1	19	0.459	0.498
1	20	1.591	0.207
1	21	0.180	0.672
1	22	0.423	0.516
1	23	0.047	0.829
1	24	0.558	0.455
1	25	0.106	0.744
1	26	0.014	0.906
1	27	0.066	0.798
1	28	0.090	0.764
1	29	3.075	0.080
1	30	0.119	0.731
1	31	3.526	0.060
1	32	0.006	0.938
1	33	2.460	0.117
1	34	0.136	0.713
1	35	0.226	0.635
1	36	0.611	0.435
1	37	1.225	0.268
1	38	0.689	0.407
1	39	0.105	0.745
1	40	1.321	0.250
1	41	0.004	0.952
1	42	1.073	0.300
1	43	0.010	0.922
1	44	0.097	0.756
1	45	0.043	0.836
1	46	0.023	0.880
1	47	0.755	0.385
1	48	0.055	0.814
1	49	0.026	0.871
1	50	0.253	0.615
1	51	0.005	0.944
1	52	2.190	0.139
1	53	0.162	0.687
1	54	0.082	0.775
1	55	4.004	0.045
1	56	0.002	0.964
1	57	1.276	0.259
1	58	0.726	0.394
1	59	0.047	0.828
1	60	0.188	0.665
1	61	0.389	0.533
1	62	1.386	0.239
1	63	0.809	0.369
1	64	0.746	0.388
1	65	0.412	0.521
1	66	0.150	0.699
1	67	0.093	0.760
1	68	0.110	0.740
1	69	0.204	0.652
1	70	0.234	0.629
1	71	0.016	0.899
1	72	1.027	0.311
1	73	0.173	0.677
1	74	0.857	0.354
1	75	0.500	0.479
1	76	0.398	0.528
1	77	0.022	0.883
1	78	3.341	0.068
1	79	0.078	0.780
1	80	1.890	0.169
1	81	0.556	0.456
1	82	0.029	0.865
1	83	0.217	0.641
1	84	1.587	0.208
1	85	0.387	0.534
1	86	0.280	0.597
1	87	0.630	0.427
1	88	0.736	0.391
1	89	0.474	0.491
1	90	3.060	0.080
1	91	0.554	0.457
1	92	1.875	0.171
1	93	2.081	0.149
1	94	0.856	0.355
1	95	3.696	0.055
1	96	0.173	0.677
1	97	3.354	0.067
1	98	1.567	0.211
1	99	3.623	0.057
1	100	0.842	0.359
1	101	0.078	0.780
1	102	0.631	0.427
1	103	2.277	0.131
1	104	0.039	0.844
1	105	0.686	0.408
1	106	0.060	0.807
1	107	1.062	0.303
1	108	0.524	0.469
1	109	0.180	0.671
1	110	0.248	0.618
1	111	0.116	0.733
1	112	0.724	0.395
1	113	0.147	0.702
1	114	3.989	0.046
1	115	0.383	0.536
1	116	0.004	0.949
1	117	0.617	0.432
1	118	0.474	0.491
1	119	1.163	0.281
1	120	7.502	0.006
1	121	0.331	0.565
1	122	0.323	0.570
1	123	0.498	0.480
1	124	0.021	0.884
1	125	1.781	0.182
1	126	2.212	0.137
1	127	0.343	0.558
1	128	0.298	0.585
1	129	2.440	0.118
1	130	0.123	0.726
1	131	1.091	0.296
1	132	0.038	0.846
1	133	3.760	0.052
1	134	6.125	0.013
1	135	0.039	0.843
1	136	0.597	0.440
1	137	1.303	0.254
1	138	0.020	0.888
1	139	0.011	0.917
1	140	0.509	0.476
1	141	1.247	0.264
1	142	0.470	0.493
1	143	0.193	0.660
1	144	4.071	0.044
1	145	2.289	0.130
1	146	0.606	0.436
1	147	3.392	0.066
1	148	0.717	0.397
1	149	2.620	0.106
1	150	0.045	0.832
1	151	0.048	0.827
1	152	0.242	0.623
1	153	0.961	0.327
1	154	1.579	0.209
1	155	0.002	0.963
1	156	2.703	0.100
1	157	0.027	0.869
1	158	0.348	0.555
1	159	0.132	0.716
1	160	0.001	0.974
1	161	0.014	0.905
1	162	0.938	0.333
1	163	0.603	0.437
1	164	0.132	0.717
1	165	0.676	0.411
1	166	0.460	0.498
1	167	0.023	0.879
1	168	0.446	0.504
1	169	0.000	0.994
1	170	0.321	0.571
1	171	0.001	0.976
1	172	3.476	0.062
1	173	0.276	0.600
1	174	1.332	0.248
1	175	0.857	0.355
1	176	2.562	0.109
1	177	0.724	0.395
1	178	0.919	0.338
1	179	0.007	0.933
1	180	1.216	0.270
1	181	0.714	0.398
1	182	0.018	0.894
1	183	3.014	0.083
1	184	1.528	0.216
1	185	5.086	0.024
1	186	1.370	0.242
1	187	0.108	0.743
1	188	0.377	0.539
1	189	0.148	0.700
1	190	0.531	0.466
1	191	0.685	0.408
1	192	0.435	0.509
1	193	0.000	0.994
1	194	0.016	0.898
1	195	0.339	0.560
1	196	0.556	0.456
1	197	0.094	0.760
1	198	0.091	0.762
1	199	5.896	0.015
1	200	3.975	0.046
1	201	0.425	0.514
1	202	1.720	0.190
1	203	0.660	0.417
1	204	0.053	0.817
1	205	1.404	0.236
1	206	1.438	0.231
1	207	0.621	0.431
1	208	2.198	0.138
1	209	1.651	0.199
1	210	0.025	0.876
1	211	1.341	0.247
1	212	3.549	0.060
1	213	11.697	0.001
1	214	0.988	0.320
1	215	0.087	0.768
1	216	0.166	0.684
1	217	0.059	0.808
1	218	1.526	0.217
1	219	0.620	0.431
1	220	1.959	0.162
1	221	0.756	0.385
1	222	0.249	0.618
1	223	0.989	0.320
1	224	1.466	0.226
1	225	3.482	0.062
1	226	1.911	0.167
1	227	0.005	0.943
1	228	1.134	0.287
1	229	0.470	0.493
1	230	1.969	0.161
1	231	0.381	0.537
1	232	2.302	0.129
1	233	0.212	0.645
1	234	0.479	0.489
1	235	0.313	0.576
1	236	0.409	0.522
1	237	0.125	0.724
1	238	0.021	0.885
1	239	1.149	0.284
1	240	0.372	0.542
1	241	1.168	0.280
1	242	0.008	0.930
1	243	0.017	0.897
1	244	1.543	0.214
1	245	0.715	0.398
1	246	0.003	0.959
1	247	2.083	0.149
1	248	0.150	0.698
1	249	0.064	0.800
1	250	0.474	0.491
1	251	0.756	0.385
1	252	2.601	0.107
1	253	0.197	0.657
1	254	0.378	0.539
1	255	0.008	0.927
1	256	0.033	0.856
1	257	0.047	0.828
1	258	4.772	0.029
1	259	3.186	0.074
1	260	1.107	0.293
1	261	0.147	0.702
1	262	0.098	0.754
1	263	0.367	0.545
1	264	0.110	0.740
1	265	0.144	0.705
1	266	1.121	0.290
1	267	0.240	0.624
1	268	0.481	0.488
1	269	0.743	0.389
1	270	1.173	0.279
1	271	0.799	0.371
1	272	6.594	0.010
1	273	2.969	0.085
1	274	1.101	0.294
1	275	0.945	0.331
1	276	0.000	1.000
1	277	0.575	0.448
1	278	2.088	0.148
1	279	0.101	0.750
1	280	0.002	0.961
1	281	0.150	0.698
1	282	0.097	0.756
1	283	0.219	0.640
1	284	0.217	0.641
1	285	0.714	0.398
1	286	1.116	0.291
1	287	1.060	0.303
1	288	0.057	0.811
1	289	0.722	0.396
1	290	1.618	0.203
1	291	1.736	0.188
1	292	0.104	0.747
1	293	3.070	0.080
1	294	1.133	0.287
1	295	0.398	0.528
1	296	0.653	0.419
1	297	0.126	0.723
1	298	2.365	0.124
1	299	1.326	0.250
1	300	1.066	0.302
1	301	0.327	0.567
1	302	0.090	0.764
1	303	1.484	0.223
1	304	0.172	0.678
1	305	0.142	0.707
1	306	0.229	0.632
1	307	2.200	0.138
1	308	1.314	0.252
1	309	2.870	0.090
1	310	0.543	0.461
1	311	0.212	0.645
1	312	0.752	0.386
1	313	0.173	0.678
1	314	0.651	0.420
1	315	0.762	0.383
1	316	4.839	0.028
1	317	0.709	0.400
1	318	2.221	0.136
1	319	0.004	0.948
1	320	1.360	0.244
1	321	6.240	0.012
1	322	0.265	0.607
1	323	4.800	0.028
1	324	0.772	0.380
1	325	2.860	0.091
1	326	0.028	0.868
1	327	0.030	0.863
1	328	1.114	0.291
1	329	0.188	0.665
1	330	0.799	0.371
1	331	1.106	0.293
1	332	0.680	0.410
1	333	0.004	0.949
1	334	1.811	0.178
1	335	0.618	0.432
1	336	0.005	0.944
1	337	2.650	0.104
1	338	0.028	0.867
1	339	0.238	0.626
1	340	0.156	0.693
1	341	0.166	0.684
1	342	0.002	0.967
1	343	0.037	0.847
1	344	0.037	0.848
1	345	0.218	0.641
1	346	1.839	0.175
1	347	0.793	0.373
1	348	0.038	0.845
1	349	0.019	0.889
1	350	1.145	0.285
1	351	1.487	0.223
1	352	1.699	0.192
1	353	0.095	0.758
1	354	0.388	0.534
1	355	0.552	0.458
1	356	2.470	0.116
1	357	0.062	0.804
1	358	0.024	0.876
1	359	0.477	0.490
1	360	0.952	0.329
1	361	0.591	0.442
1	362	0.548	0.459
1	363	0.874	0.350
1	364	1.506	0.220
1	365	0.776	0.378
1	366	2.551	0.110
1	367	0.394	0.530
1	368	0.514	0.473
1	369	1.196	0.274
1	370	1.312	0.252
1	371	0.925	0.336
1	372	1.855	0.173
1	373	0.061	0.806
1	374	0.006	0.939
1	375	0.085	0.770
